marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Chevrolet,Silverado,2018,vendido,80000,1.6,CRP447,185,1500,AUTOMATICA,38000000
Chevrolet,Cruze,2020,taller,95000,1.5,HPJ851,193,2000,manual,63000000
Ford,Fiesta,2018,vendido,72000,1.8,FCM789,ciento cincuenta y ocho,1570,manual,73000000
Toyota,Yaris,2021,disponible,35 000,1.6,KBF162,309,950,automatica,47000000
Hondaa,Civic,2016,taller,12000,1.0,PLE867,106,2200,automatica,71000000
Hyundai,Santa Fe,2017,vendido,40000,1.3,736783,177,1800,automatica,47000000
Volkswagen,Jetta,2020,vendido,55000,2.0,NUP407,400,1250,automatica,80000000
Volkswagen,Touareg,2016,TALLER,50000,1.5,873567,191,1195,automatica,73000000
Chevrolet,Silverado,2015,taller,40000,2.0,RFY003,141,1250,manual,86000000
Honda,Pilot,2016,taller,48000,1.0,XUV148,150,1570,automatica,40000000
Chevrolet,Equinox,2015,vendido,30000,1.8,ZWQ743,170,1400,manual,27000000
Volkswagen,Passat,2018,taller,12000,1.6,NBD338,191,95.0,manual,71000000
Toyota,Hilux,2015,taller,45.000,2.0,BMY994,355,1250,manual,26000000
Hyundai,Santa Fe,2019,vendido,85k,1.8,HUM166,203,1195,automatica,30000000
Chevrolet,Silverado,2018,vendido,85000,"2,0",WO-505,90,2200,automatica,56000000
Honda,Fit,2016,disponible,100000,1.6,VPV701,150,1200,manual,27000000
HONDA,Fit,2016,taller,48000,1.8,RAD182,114,1700,automatica,$ 35.000.000
Nissan,Kicks,2020,vendido,45000,2.0,SFI932,153,1300,manual,35000000
Chevrolet,Tracker,2020,disponible,12000,1.0,LBH489,192,2000,manual,88000000
Chevrolet,Cruze,2019,vendido,70000,1.8,KCM958,185,1200,auto,56000000
Volkswagen,Touareg,2022,taller,75 000,2.0,APP615,185,1100,manual,78000000
Toyota,RAV4,2017,taller,20000,1.5,SYA498,212,1.250,automatica,36000000
Nissann,Kicks,2018,vendido,52000,1.6,JGF490,141,1050,manual,72000000
Nissan,March,2019,taller,55000,1.6,FMO480,365,2000,automatica,67000000
Honda,Fit,dos mil diecisiete,taller,70000,1.6,ZIB040,365,2000,manual,32000000
Honda,Accord,2017.,taller,90000,2.0,WJL083,ciento veinticinco,1195,manual,36000000
Hyundai,Tucson,2018,disponible,30000,1.3,NGS720,125,1900,automatica,76000000
Nissan,Sentra,2015,taller,35000,1.3,LIJ529,130,950,manual,26000000
Nissan,Versa,2019,taller,58000,1.5,FQJ685,203,1795,automatica,56000000
Nissan,X-Trail,2020,taller,15000,1.6,PAZ307,152,1300,manual,85000000
Toyota,Land Cruiser,2018,taller,85000,1.5,716569,186,1400,manual,43000000
Kia,Rio,2020,taller,75000,1.6,VJY006,99,1050,manual,42000000
Volkswagen,Passat,2016,DISPONIBLE,42000,1.3,WVH902,ciento cincuenta y tres,1500,automatica,78000000
Volkswagen,Golf,2019,vendido,55000 km,1.8,PUK761,400,1700,manual,90000000
toyata,Camry,2020,vendidoo,80000,1.8,VCG661,69,1250,manual,36000000
Toyota,Fortuner,2021,vendido,10k,1.0,YUC439,186,2060,automatica,41000000
Honda,Odyssey,2018,disponible,42000,1.8,PLU130,155,1350,manual,78000000
Honda,CR-V,2017,taller,80000 km,1.3,AWQ317,150,1900,automatica,51000000
Hyundai,Elantra,2018,disponible,80000,2.0,ASJ774,150,1050,manual,57000000
Chevrolet,Spark,2021,taller,75000,1.5,AFV634,90,950,manual,75000000
Ford,Explorer,2020,disponible,20000,2.0,CKW510,155,1900,manual,31000000
Chevrolet,Spark,2022,vendido,60000,1.8,UIN397,110,1280,automatica,27000000
Ford,F-150,2017,disponible,55000 km,1.8,OHB168,158,1070,manual,42000000
Toyota,Corolla,2019,Vendido,45000,1.5,LUM873,177,1350,manual,52000000
Nissan,Sentra,2017,taller,12000,1.6,CP-169,153,1800,automatica,84000000
Volkswagen,Jetta,2017,disponible,25000,1.0,AQG836,185,1300,automatica,84000000
Ford,Ranger,2019,taller,78000,1.6,FLT455,193,2.200,automatica,$ 28.000.000
Chevrolet,Onix,2022,disponible,32000,1.3,XSI771,150,1800,manual,88000000
Volkswagen,Polo,O022,TALLER,78000,1.3,PLH415,290,1280,automatica,76000000
Ford,Ranger,2018,taller,70000,2.0,OLR435,122,950,automatica,64000000
Kia,Telluride,2019,taller,72000,1.0,YXT611,280,1600,manual,82000000
Ford,Escape,2021,disponible,32000,1.0,VWT217,128,1050,automatica,74000000
Toyot,Fortuner,2021,taller,15000,1.80,FHD913,152,1050,manual,45.000.000
Kia,Sportage,2020,vendio,42000,1.6,DNL953,122,1.800,automatica,62000000
Chevroelt,Equinox,2O17,vendidoo,48000,1.6,WCD721,128,1350,manual,54000000
Toyta,Corolla,2019,taller,85000,1.3,JHJ394,145,950,Automatica,65000000
Chevrolet,Spark,dos mil dieciseis,vendido,60000,1.0,KZN844,185,1795,automatica,83000000
Nissan,Frontier,2017,vendido,28000,1.0,BAZ192,110,1900,automatica,74000000
Chevrolet,Spark,2019,taller,18000,1.8,LIQ033,75,1300,manual,45000000
Honda,Civic,2016,taller,25000,2.0,CDA515,158,1570,automatica,58000000
Volkswagen,Passat,2021,vendido,32000,1.6,BAL551,180,1800,manual,76000000
Volkswagen,Passat,2019,vendido,50000,2.0,DAP642,180,1400,manul,60000000
Honda,Fit,2021.,taller,10000,1.0,IZN576,231,1450,manual,44000000
Toyota,Fortuner,2017,vendido,12000,1.6,KUP244,120,1500,manual,51000000
Hyundai,Elantra,2018,taller,45000,1.5,NZH240,163,2060,automatica,44000000
Nissan,Sentra,2019,vendido,52000,1.8,GNE940,69,1100,manual,53000000
Nissan,Kicks,2019,vendido,42000,1.3,UMC906,140,1.400,manual,80000000
Nissan,March,2022,vendido,35000,1.5,NLB292,400,1300,manual,76000000
KIA,Sportage,2016,taller,42000,2.0,CLH093,125,1250,manual,77000000
Kia,Telluride,2018,Disponible,10000,1.0,JTQ511,90,2000,manual,51000000
Honda,Pilot,2020,vendido,90000,2.0,YDM864,186,1100,automatik,$ 67.000.000
Toyota,Hilux,2022,disponible,5000,1.0,VJI657,153,1900,automatica,32000000
Nissan,Kicks,2015,DISPONIBLE,50000,1.0,PTG274,155,1400,manual,33000000
Nissan,X-Trail,2020,disponible,38000,1.5,ZJMBLB,203,1250,automatik,73000000
Volkswagen,Passat,2016,taller,48000,1.6,WHC840,75,2060,manual,78000000
HONDA,Odyssey,2017,taller,12000,"1,5",LSE111,185,1300,manual,68000000
Kiaa,Picanto,2022,vendido,72000,2.0,PSL080,155,1570,automatica,76000000
Ford,Escape,2017,vendido,65000 km,1.6,JCC875,191,2100,manual,35000000
Hyundai,Santa Fe,2016,disponible,65000,1.6,LMX091,309,1700,manual,31000000
Honda,Odyssey,2015,vendido,18000,1.3,OAY783,140,1350,manual,67000000
Ford,Fiesta,2021,vendido,15000,1.6,AIL270,123,1280,automatica,62000000
Ford,Ranger,2015,vendido,18000,1.0,GYD932,355,1050,manual,34000000
Hyundai,Tucson,2018,taller,60000,1.0,LIB934,106,1500,automatica,60000000
Ford,Ranger,2020,disponible,8000 km,2.0,AAK446,155,2060,automatica,90000000
Ford,EcoSport,2017,taller,55000,1.5,EPF080,84,1700,automatica,74000000
Nissan,Kicks,2021,disponible,60000,1.0,SBQ023,99,1570,manual,61000000
Nissan,Kicks,2021,taller,12000,1.3,TNR502,ciento cuarenta y uno,1900,automatica,37000000
Ford,Escape,2018,Disponible,32.000,1.3,IOX178,99,1070,automatica,85000000
Ford,F-150,2019,taller,50000,2.0,CMD650,355,1300,manual,67000000
Toyota,RAV4,2020,disponible,10k,2.0,RWT787,290,1700,manuall,84000000
Hyundai,Santa Fe,2019,disponible,28000,2.0,BSV229,192,950,manual,48000000
Honda,Pilot,2019.,vendidoo,40000,1.0,IVC771,90,1500,automatica,57000000
Honda,HR-V,2022.,taller,85000,1.8,WCH476,120,1280,AUTOMATICA,26000000
Nissan,X-Trail,2017,disponible,25000,1.5,MAE856,ciento siete,1600,automatica,77000000
Ford,Ranger,2019,taller,22000,1.8,KNS515,99,1200,Automatica,49000000
Toyota,Land Cruiser,2021,taller,15000,1.6,FWO195,125,1280,Manual,63000000
Chevrolet,Silverado,2017,disponible,48000,1.5,WAV983,150,1300,automatica,79000000
Nissan,X-Trail,2016,Disponbile,52000,1.8,SHE821,120,1250,manual,78000000
Honda,Odyssey,2021,Disponible,48000,"2,0",URB988,231,1200,auto,88000000
Volkswagon,Tiguan,2015,taller,18000,1.5,NQU810,309,1200,manual,83000000
Kia,Picanto,2015,vendido,38k,1.3,BAI620,125,1795,automatica,29000000
Volkswagen,Tiguan,2015,DISPONIBLE,28k,1.5,WON621,120,1050,manual,86000000
Hyundai,Creta,2022,disponible,52000,1.8,RXC619,140,1600,manual,33000000
Honda,Civic,2021,taller,22000,2.0,ITV662,145,2100,automatica,43000000
Honda,Accord,dos mil veintidos,disponible,28000,1.5,UKW893,152,1300,automatica,30000000
Chevrolet,Spark,2015,vendido,18000,1.5,DHX434,191,950,Automatica,$ 65.000.000
Ford,Fiesta,2018,disponible,45000,1.6,AHM979,280,1100,automatica,$ 57.000.000
Nissan,March,2020,vendido,15000,2.0,ZUH307,163,1800,manual,90000000
Kia,Sorento,2019,taller,8000,1.8,662GCL,203,1250,automatica,63000000
Toyota,Land Cruiser,2022,disponible,100000,1.0,TH-161,192,1250,manual,80000000
Ford,Ranger,2015,taller,58000,1.0,050NKP,106,1900,automatica,61000000
Volkswagen,Polo,2018,Disponbile,75000,1.0,LDZ548,120,1900,manual,88000000
Hyundai,Creta,2019,vendido,20000,2.0,MMS716,191,1200,automatica,34000000
Ford,Fiesta,2019,disponible,70000,1.6,MSR190,75,1400,automatik,81000000
Honda,Accord,2021,disponible,100000,1.3,EZ-043,192,1450,automatica,42000000
Ford,EcoSport,2022,taller,25000,1.8,IGX761,75,1300,automatica,77000000
Ford,Mustang,201O,vendido,100000,1.5,PJC468,ciento sesenta y tres,1.570,manual,45000000
Honda,HR-V,2021,disponible,20000 km,2.0,NQX054,212,1070,manual,75000000
Chevrolt,Onix,2022,disponible,52k,1.5,OSO098,191,1280,manual,66000000
Chevrolet,Silverado,2022,taller,15000,1.8,PHQ007,145,1800,manual,40000000
Hyundai,Elantra,2019,taller,75000,1.0,EQS836,123,1200,manual,63000000
Kia,Rio,2020,taller,40000,2.0,TOF082,400,1250,manual,54000000
Nissan,Sentra,2017,disponible,78000,2.O,UZG764,193,1800,manual,65000000
Nissan,Sentra,2017,disponible,50000,1.5,ZME863,185,1600,manual,86000000
Kia,Picanto,2019,vendido,72000,1.6,JAQ782,75,1070,Automatica,50000000
Honda,Civic,2017,vendido,78k,1.5,AFZ586,90,2060,MANUAL,33000000
Kia,Sportage,2017,vendido,90000,1.6,WVW747,231,1280,manual,62000000
Hnda,Accord,2016,taller,42000,1.8,ZOE449,128,1.600,automatica,55000000
Nissan,Kicks,2022,disponible,25k,1.6,ZJN710,ciento cincuenta y ocho,1050,automatica,64000000
Honda,Accord,2016,DISPONIBLE,60000,2.0,NFZ323,180,1600,manul,68000000
Kia,Sportage,2016,taller,20000,2.0,PCB573,280,1600,automatica,55000000
Ford,Mustang,2016,taller,38000,2.0,GZM831,152,2000,manual,78000000
Nissan,Kicks,2020,taller,85000 km,1.3,LVL845,212,1100,automatica,67000000 
Volkswagen,Touareg,2015,taller,90000,2.0,EAK570,150,1600,automatica,49000000
Toyota,Fortuner,2016,talleer,75000,2.0,RNR400,186,1350,automatica,38000000
Kia,Sorento,2015,disponible,65000,1.8,CBY901,130,1795,manual,45000000
Volkswagen,Jetta,2021,taller,78000,1.0,UQP024,192,1.700,manual,88000000
Volkswagen,Jetta,2021,taller,10000,1.6,TMK067,150,1300,manual,56000000
Honda,CR-V,2017,vendio,5000,1.3,882523,290,1400,automatica,88000000
Hyundai,Creta,2015,taller,25000,1.80,DAO527,213,1.100,manual,71000000
Toyota,Land Cruiser,2018,disponible,60.000,1.5,YNT262,355,1350,automatica,76000000
Volkswagon,Jetta,2016,disponible,45000,1.0,QLT383,290,1195,manual,55000000
Honda,HR-V,2017,vendido,70000,1.3,SJW805,69,1350,automatica,30000000
Kia,Sorento,2017,disponible,30000,1.8,ONN789,192,1050,AUTOMATICA,76000000
Hyundei,Tucson,2015,disponible,60000,1.3,PNQ809,192,1050,manual,61000000
Ford,Escape,2022,disponible,30000,2.0,YAK909,177,1250,automatica,79000000
Toyota,RAV4,2021,taller,90000,1.3,IDO080,203,2000,automatica,71000000
Volkswagen,Tiguan,2018,disponible,32000,1.3,JQW701,193,1195,automatica,57000000
Kia,Rio,2022,disponible,45000,1.6,HNN165,ciento treinta,1400,automatica,70000000
Ford,Escape,2018,taller,20000,1.3,PWK273,185,2000,MANUAL,32000000
Nissan,Kicks,2019,taller,95000,1.0,CIU251,193,1350,manual,69000000
Ford,F-150,2019,taller,15000,1.6,RKS835,212,1195,MANUAL,47000000
Chevroelt,Equinox,2020,vendido,35000,1.5,TQH355,185,1400,automatica,68000000
Honda,Fit,2015,disponible,50000,1.8,XLD970,400,1800,manual,45000000
Kia,Sorento,2015,taller,80000,1.6,101EGI,122,1350,automatica,63000000
Ford,F-150,2016,taller,5000,1.3,175599,123,1300,automatica,85000000
Volkswagen,Touareg,2017,disponible,18000,1.0,FEO924,158,950,manual,34000000
Honda,HR-V,2018,taller,85000,1.60,JTH970,400,2100,manual,68000000
Toyota,Hilux,2022,vendido,70000,1.3,ASE172,140,1195,automatica,69000000
Nissan,Kicks,2016,taller,15k,1.6,UOF796,125,1100,automatica,65000000
Kia,Sportage,2017,taller,12000,1.8,QXB298,130,1.600,manual,33000000
Hyundai,Palisade,2022,vendido,60000,1.0,FWQ167,150,1350,manual,54000000
Volkswagen,Jetta,20O9,disponible,18000,1.6,DA-086,153,1450,Automatica,42000000
Toyota,RAV4,2017,vendido,52000,2.0,BOL412,400,2000,manual,41000000
Kia,Cerato,2019,disponible,12000,1.6,JNC604,120,1500,manual,39000000
Kiaa,Rio,2017,vendido,20000,1.5,HQV433,84,1250,automatica,28000000
NISSAN,Sentra,2020,vendido,8000 km,1.8,LVH095,400,950,manual,87000000
Chevrolet,Equinox,2021,taller,10000,2.0,WEB070,75,1570,automatica,63000000
Volkswagen,Jetta,2018,disponible,55000,1.6,LQF310,123,2000,manual,29000000
Volkswagen,Jetta,2022,disponible,12000,1.5,PUX970,141,1700,automatica,38000000
Fordd,Mustang,2017,disponible,10000,1.5,NKF530,158,1450,automatica,29000000
Kia,Telluride,2019,taller,95000,2.0,VNE 262,123,1100,manual,67000000
Volkwagen,Polo,2017,disponible,42k,1.6,CJS821,290,1795,automatica,$ 61.000.000
Hyundai,Accent,2016,taller,80000,1.6,QXZ941,106,1900,automatica,34000000
Honda,HR-V,2017,taller,38000,2.0,DHE713,180,1350,manul,29 millones
Nissan,Versa,2021,vendido,70000,1.5,PPK427,177,1250,automatica,
Hnda,CR-V,2020,disponible,60.000,2.0,KWA580,123,1500,automatica,29000000
Chevrolet,Silverado,dos mil veinte,vendido,35000,1.8,LEH499,75,1795,manual,77000000
Ford,Mustang,2022,vendido,55000,2.0,FCM067,130,1.300,automatica,85000000
Chevrolet,Onix,2018,disponible,70000,1.5,ULB897,213,1700,manual,68000000
Ford,Explorer,2020,taller,12000,1.5,KQB733,186,1070,automatica,$ 53.000.000
Nissan,Kicks,2021,vendido,95 000,2.0,AAI605,185,1500,manual,79000000
Honda,Accord,2016,taller,32000,1.3,WVL485,185,1300,manual,31000000
Nissan,Kicks,2017,disponible,40000,1.O,FFT168,114,1795,manual,61000000
Toyota,Yaris,2019,disponible,38000,2.0,QIN356,153,1450,manual,51000000
Ford,Mustang,2018,disponible,18000,1.6,YST085,123,1.500,manual,63000000
Kia,Cerato,2020.,taller,80000,1.6,TYX139,75,1280,automatica,61000000
Nissan,X-Trail,2019,taller,80000,2.0,QPP550,280,2200,MANUAL,30000000
Nissan,Kicks,2019,vendido,22000,1.5,KSU870,ciento noventa y tres,2200,automatica,65000000
Kia,Telluride,2019,taller,22000,1.0,MUR425,290,1070,manual,29000000
Chevrolet,Onix,2022,vendido,75000,1.6,TSP471,114,1300,manual,86.000.000
Honda,Accord,2019,vendido,70000,1.6,WGG027,110,1200,automatica,30000000
Nissan,Kicks,2016,vendido,8000,1.5,ZZX287,231,1050,manual,58000000
Kia,Cerato,2017,vendido,45000,1.8,JI-803,192,1300,automatica,77000000
Hyundai,Santa Fe,2021,vendido,20000,1.3,DVA073,110,1100,automatica,51000000
Honda,Accord,2017,DISPONIBLE,70000,1.5,PBC591,122,1195,manual,68.000.000
Chevrolet,Cruze,2022,disponible,32000,1.8,KLQ377,186,1070,manual,
Kia,Cerato,2016,disponible,40000,1.0,UKZ729,213,2060,automatica,58000000
Nisan,Frontier,2017,vendido,18000,1.8,ZMPJHN,125,1280,automatica,73000000
Honda,Civic,2015,taller,18000,1.5,ILK870,84,1700,manual,
VOLKSWAGEN,Jetta,2019,vendido,20000,1.0,PGZ514,110,1500,automatica,86000000
Honda,CR-V,2018,disponible,10000,1.3,ABT158,290,1700,manual,53000000
Honda,Pilot,2018,taller,95000,1.8,BSZ395,186,1070,automatica,29000000
Volkswagen,Tiguan,O018,vendido,52000,1.6,RIG788,69,1250,automatik,84000000
Ford,Mustang,2017,disponible,5000,1.0,LQS877,150,1800,manual,32000000
Honda,Pilot,2019,disponible,75000,1.8,POM579,213,2100,manual,59000000
Ford,F-150,2020,taller,45000,1.0,DOR759,128,1795,manual,87000000 
Honda,CR-V,2019,disponible,38000,2.0,WOC738,110,1900,manual,46000000
Kia,Sorento,2022,disponible,30000,1.8,CKM967,114,1195,manual,47000000
Kiaa,Picanto,2017,taller,55000,1.3,PGD205,84,2200,automatica,38000000
Kia,Picanto,2021,disponible,55000,1.6,KHU743,231,2200,manual,$ 29.000.000
Ford,Mustang,2022,TALLER,22000,1.6,HAW383,152,950,manual,
Volkswagen,Tiguan,2020,disponible,35000,1.8,IUE407,192,1450,Manual,75000000
Nissan,Frontier,2021,vendido,52000,1.8,OPP314,99,1300,Manual,60000000
Hyundai,Creta,2017,disponible,35000,1.5,IYS663,177,2060,automatica,88000000
Honda,HR-V,2016,Vendido,20000,"2,0",YXJGWN,69,2060,manual,30000000
Kia,Rio,2018,vendido,55000,1.5,NVE233,231,1280,manual,44000000
Honda,Accord,2015,disponible,25.000,1.5,SUO529,191,2200,Automatica,60000000
Hyundai,Palisade,2022,disponible,30000,1.8,DMF388,163,1795,manual,33000000 
Chevrolet,Equinox,2020,taller,58000,1.0,DFL622,141,1050,manul,64000000
Chevrolet,Tracker,2016,vendido,45000,2.0,CKO061,120,1280,automatica,40000000 
Nisan,Kicks,2018,taller,25000,1.5,TOF501,130,1070,automatica,69000000
Nissan,Sentra,2015,vendido,15000,2.0,MNI122,ciento veinte,1280,automatica,68000000
Toyota,Fortuner,2016,taller,25000,1.6,CVF260,185,950,manual,57000000
Ford,EcoSport,2017,vendido,8000,1.8,BGC995,290,1350,automatica,32000000 
Chevrolet,Cruze,2019,Disponible,12000,1.3,ASR802,290,2000,manual,
Frod,Explorer,2015,taller,78000,2.0,UFE470,145,1280,manual,29000000
Chevrolet,Equinox,2019,vendido,58000,1.0,HTG153,185,1070,automatica,86000000
Kia,Rio,2022,disponible,58000,"1,5",OUP470,158,950,manuall,39000000
Honda,Fit,2020,taller,20000,2.0,HID028,152,950,manual,33000000
Honda,Pilot,2015,vendido,50000,1.0,ZHN311,125,2000,manual,89000000
Volkswagen,Passat,2017,vendido,5k,1.8,NCO144,170,2.060,manual,85000000
Kia,Sorento,2020,disponible,42000,1.5,PEF566,141,1570,automatica,51000000
Honda,Odyssey,2015,taller,12000,1.5,VIJ406,ciento ochenta,1570,AUTOMATICA,72000000
Honda,Accord,2016,taller,32000,1.3,GHK351,400,1800,automatica,35000000
Honda,HR-V,2021,disponible,15000,1.8,ZRF932,186,1050,manual,59000000
Honda,HR-V,2021,vendido,42000,1.8,SCP126,355,2200,manual,74000000
Honda,Civic,2018,taller,10000,2.0,UHX444,152,1900,manual,81000000
Ford,Explorer,2021,vendido,70000,"1,5",TGP797,213,2060,manual,54000000
Handa,Odyssey,2019,taller,10000,1.0,NAS259,191,1570,automatica,74000000
Toyota,Camry,2016,disponible,90000,1.6,SVA191,212,1250,auto,47000000
VOLKSWAGEN,Passat,2018,disponible,22000,1.0,FXA135,125,1400,automatica,29000000
Toyota,Hilux,2021,Disponible,22000,1.6,UUE073,290,1.800,manual,57000000
Honda,HR-V,2019,taller,8k,1.0,GNP706,155,950,manual,84.000.000
Nissan,Kicks,2O19,vendido,85.000,1.6,HKM814,150,1400,manual,84000000
Chevrolet,Equinox,2018,vendido,50000,1.3,FFS 582,153,1280,manual,79000000
Chevrolet,Cruze,2019,disponible,60000,2.0,BLV697,191,1400,auto,84 millones
Hyundai,Santa Fe,2020,disponible,18000,2.0,CWF746,400,1050,manual,64000000
Hyundai,Creta,2016,disponible,72000,1.6,MNL910,309,1050,manual,69000000
Kia,Picanto,2016,vendido,50000,1.6,XNI312,365,1400,automatica,63000000
Kia,Sportage,2016,disponible,65000,1.8,URA650,290,1250,automatica,40000000
Chevrolet,Tracker,2019,disponible,38000,1.6,TUS895,122,1280,manuall,55000000
Kia,Cerato,2019,vendido,35000,2.0,LQJ150,130,1200,manual,73000000
Honda,Fit,2016,vendido,10000,2.0,NGQ044,365,1570,automatica,47 millones
Honda,HR-V,2020,taller,5000,1.5,XTH691,213,1900,manual,35000000
Hyundei,Santa Fe,2015,taller,60000,1.6,YBI073,213,1.300,automatica,66000000
Kia,Picanto,2021,disponible,75000,1.5,SME850,192,2060,manual,32000000
Kia,Picanto,2016,taller,5000,1.3,WDM848,185,1500,automatica,36000000
Nissan,Versa,2019,taller,48000,1.8,OOX470,365,1570,manual,47000000
Chevrolet,Silverado,2020,vendido,25000,1.6,DBL251,152,1070,manual,36000000
Volkswagen,Passat,2018,taller,80000,2.0,WH-768,122,1800,manual,88000000
Chevrolet,Spark,2021,taller,85000,2.0,SRW175,213,1600,automatica,
Kia,Telluride,2020,disponible,42000,1.6,FGA596,163,1.600,MANUAL,63000000
Kia,Picanto,2019,taller,22000,1.5,DDW913,400,1070,automatica,70000000
Hyundai,Tucson,2015,taller,12000,1.8,OCU995,ciento catorce,1400,automatica,27000000
Honda,HR-V,2020,taller,100000,1.8,REX088,231,1700,automatica,56000000
Hyundai,Palisade,2019,disponible,42000,2.0,RVV888,130,1400,manual,43000000
Volkswagen,Golf,2017,disponible,28000,2.0,VWA988,ciento cincuenta y ocho,1.800,Manual,54000000
Nissan,March,2019,disponible,28000,1.3,IZJ631,150,1195,manual,54000000
Kia,Telluride,2022,vendido,100000,2.0,WZT689,290,1350,manual,$ 65.000.000
Volkswagen,Polo,2021,taller,48000,1.5,VJR581,150,1350,manual,42000000
Nissan,Kicks,2017,Disponbile,70000,1.8,UVL097,212,1.300,manual,39000000
Chevrolet,Equinox,202O,disponible,12000 km,1.0,ZVT089,355,1800,automatica,32000000
Hyundei,Tucson,2022,vendido,70000,1.8,GGX749,75,2000,automatica,33000000
Ford,Fiesta,2018,disponible,52000,1.8,TNP066,122,1700,automatica,84000000
Nissan,Versa,2022,taller,5000,2.O,HDD388,145,1700,automatica,61000000
Nissan,Sentra,2019,vendido,30000,2.0,PMK910,203,1400,manual,55000000
Nissan,Versa,2018.,vendido,52000,1.8,910485,309,1900,automatica,37000000
Hyundai,Palisade,2015,vendido,85000,1.6,OIT293,141,1800,manual,44000000
Kia,Telluride,2017,vendido,32000,1.6,XZM211,69,1250,automatica,60000000
Nissan,March,2015,taller,8000,1.5,KKN384,186,2060,manual,84000000
Chevrolt,Tracker,2015,taller,22000,1.0,GEF830,158,1050,automatica,55000000
Volkswagen,Tiguan,2021,vendido,72000,1.8,VAA643,280,1900,manual,37000000
Ford,EcoSport,2022,vendido,100000,1.6,GKC794,122,2060,automatica,81000000
Kia,Sportage,20O0,vendido,42000,1.0,WIF572,107,1200,Manual,82000000
Honda,HR-V,2015,disponible,80000,1.3,EBH433,170,1450,manual,60000000
Kia,Cerato,2017,taller,5000,1.8,GXJ909,123,1500,manual,82000000
Hyundai,Santa Fe,2021,vendido,28000,1.5,FTS275,290,1500,automatica,82000000
HYUNDAI,Palisade,2017,taller,20000,1.8,MGT941,69,1500,manual,70000000
Honda,CR-V,2015,vendido,48000,1.5,MKU019,69,1795,manual,28000000
Ford,Fiesta,2015,disponible,52000,1.5,GUG124,107,1250,MANUAL,60000000 
Ford,F-150,dos mil veinte,vendido,15000,1.3,AXC458,75,1250,manual,63000000
Honda,Pilot,2015,disponible,45000,1.3,OZM542,110,1450,Automatica,42000000
Nissan,Frontier,O021,vendido,100000,2.0,SCK113,141,1.070,manual,38000000
Toyota,RAV4,2016,disponible,52000,1.8,JAM268,153,1900,automatica,82000000
Chevrolet,Spark,2020,taller,10k,2.0,GXI949,193,1280,automatica,35000000
Hyundai,Accent,2022,taller,95000,1.0,ZDJ900,280,1100,automatica,72000000
Volkswagen,Passat,2022,disponible,20000,1.0,CPD640,309,1800,automatica,37000000
Toyota,Camry,2019,taller,75000,1.5,JFVIQB,84,1570,manual,82000000
Nissan,Versa,2019,Disponbile,22000,1.3,HOG906,177,1350,automatica,84 millones
Volkswagen,Tiguan,2020,Disponbile,58000,1.8,XGO417,123,2000,manual,75000000
Volkswagen,Polo,2019,disponible,70000,1.5,VMB403,365,950,manual,45000000
Chevrolet,Cruze,2019,vendio,65000,1.5,KXW213,75,1570,manual,29000000
Fordd,F-150,2020,vendido,20000,1.0,VGP946,203,1800,automatica,69000000
Chevrolet,Silverado,2017,taller,95000,1.5,TTU580,309,1700,automatica,56000000
Nissan,March,2017,vendio,18000,1.3,DCD923,114,1.795,manual,30000000
Volkswagen,Passat,2015.,disponible,38000,1.5,XGC472,99,1.070,Automatica,59000000
Chevrolet,Onix,2020,vendido,40000,1.3,VTQ876,177,1570,automatica,70000000
Toyota,Hilux,2015,disponible,85000,1.3,DES179,69,2000,automatica,35000000
Kia,Sorento,2019,vendido,5000,1.8,ED-332,280,1450,automatica,27000000
FORD,Ranger,2021,vendido,42000,1.8,LKH122,193,1300,manual,83000000
CHEVROLET,Tracker,2018,taller,100000,1.3,QOF240,163,1600,automatica,59000000
Chevrolet,Silverado,2015,vendido,70000,1.8,GHD110,128,1570,automatica,51000000
Kia,Cerato,2022,vendido,90000,1.5,TWN210,99,1600,manual,71000000
Toyota,RAV4,2015,vendio,12000,1.5,VCB008,122,1400,manual,
Honda,Pilot,dos mil diecinueve,vendido,100000,1.3,TSC082,231,1.250,manual,
Ford,Explorer,2016,disponible,95000,1.0,VXT575,365,1795,manual,87.000.000
Honda,Accord,2018,taller,45000,2.0,BVJ555,365,1050,manual,83000000
Honda,HR-V,2022,disponible,65000,2.0,IYE614,ciento catorce,1450,manual,46000000
Hyundai,Accent,2015,disponible,5000,1.0,OKQ062,213,1450,automatica,41000000
Nissan,X-Trail,2019,disponible,35000,1.6,PKF683,106,2200,automatica,79000000
KIA,Rio,2018,vendido,22000,1.5,WWT430,186,1800,automatica,59000000
Nissan,Versa,2016,disponible,30000,1.6,EFA173,158,2000,Manual,78000000
Toyota,Hilux,2020,disponible,45k,1.0,STZ089,107,1280,manual,64000000
Nissan,Kicks,2020,disponible,72000,1.3,CJJ132,140,1250,manual,35000000
Kia,Cerato,2019,disponible,22000,1.3,XEI250,309,1200,automatica,63000000
Chevrolet,Spark,2021,vendido,30000,2.0,EJU797,145,1795,automatica,87 millones
Frod,Ranger,2020,taller,65000 km,1.6,TTV140,365,950,automatica,79000000
Honda,Fit,2021,taller,30000,1.3,EAH574,231,1900,manuall,
