marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Chevrolet,Equinox,2020,taller,58000,1.0,DFL622,141,1050.0,manual,64000000
Chevrolet,Tracker,2016,vendido,45000,2.0,CKO061,120,1280.0,automatica,40000000
,Kicks,2018,taller,25000,1.5,TOF501,130,1070.0,automatica,69000000
Nissan,Sentra,2015,vendido,15000,2.0,MNI122,120,1280.0,automatica,68000000
Toyota,Fortuner,2016,taller,25000,1.6,CVF260,185,950.0,manual,57000000
Ford,EcoSport,2017,vendido,8000,1.8,BGC995,290,1350.0,automatica,32000000
Chevrolet,Cruze,2019,disponible,12000,1.3,ASR802,290,2000.0,manual,
,Explorer,2015,taller,78000,2.0,UFE470,145,1280.0,manual,29000000
Chevrolet,Equinox,2019,vendido,58000,1.0,HTG153,185,1070.0,automatica,86000000
Kia,Rio,2022,disponible,58000,,OUP470,158,950.0,,39000000
Honda,Fit,2020,taller,20000,2.0,HID028,152,950.0,manual,33000000
Honda,Pilot,2015,vendido,50000,1.0,ZHN311,125,2000.0,manual,89000000
Volkswagen,Passat,2017,vendido,5000,1.8,NCO144,170,2060.0,manual,85000000
Kia,Sorento,2020,disponible,42000,1.5,PEF566,141,1570.0,automatica,51000000
Honda,Odyssey,2015,taller,12000,1.5,VIJ406,,1570.0,automatica,72000000
Honda,Accord,2016,taller,32000,1.3,GHK351,400,1800.0,automatica,35000000
Honda,HR-V,2021,disponible,15000,1.8,ZRF932,186,1050.0,manual,59000000
Honda,HR-V,2021,vendido,42000,1.8,SCP126,355,2200.0,manual,74000000
Honda,Civic,2018,taller,10000,2.0,UHX444,152,1900.0,manual,81000000
Ford,Explorer,2021,vendido,70000,,TGP797,213,2060.0,manual,54000000
,Odyssey,2019,taller,10000,1.0,NAS259,191,1570.0,automatica,74000000
Toyota,Camry,2016,disponible,90000,1.6,SVA191,212,1250.0,automatica,47000000
Volkswagen,Passat,2018,disponible,22000,1.0,FXA135,125,1400.0,automatica,29000000
Toyota,Hilux,2021,disponible,22000,1.6,UUE073,290,1800.0,manual,57000000
Honda,HR-V,2019,taller,8000,1.0,GNP706,155,950.0,manual,84000000
Nissan,Kicks,2019,vendido,85,1.6,HKM814,150,1400.0,manual,84000000
Chevrolet,Equinox,2018,vendido,50000,1.3,FFS582,153,1280.0,manual,79000000
Chevrolet,Cruze,2019,disponible,60000,2.0,BLV697,191,1400.0,automatica,84000000
Hyundai,Santa Fe,2020,disponible,18000,2.0,CWF746,400,1050.0,manual,64000000
Hyundai,Creta,2016,disponible,72000,1.6,MNL910,309,1050.0,manual,69000000
Kia,Picanto,2016,vendido,50000,1.6,XNI312,365,1400.0,automatica,63000000
Kia,Sportage,2016,disponible,65000,1.8,URA650,290,1250.0,automatica,40000000
Chevrolet,Tracker,2019,disponible,38000,1.6,TUS895,122,1280.0,,55000000
Kia,Cerato,2019,vendido,35000,2.0,LQJ150,130,1200.0,manual,73000000
Honda,Fit,2016,vendido,10000,2.0,NGQ044,365,1570.0,automatica,47000000
Honda,HR-V,2020,taller,5000,1.5,XTH691,213,1900.0,manual,35000000
,Santa Fe,2015,taller,60000,1.6,YBI073,213,1300.0,automatica,66000000
Kia,Picanto,2021,disponible,75000,1.5,SME850,192,2060.0,manual,32000000
Kia,Picanto,2016,taller,5000,1.3,WDM848,185,1500.0,automatica,36000000
Nissan,Versa,2019,taller,48000,1.8,OOX470,365,1570.0,manual,47000000
Chevrolet,Silverado,2020,vendido,25000,1.6,DBL251,152,1070.0,manual,36000000
Volkswagen,Passat,2018,taller,80000,2.0,,122,1800.0,manual,88000000
Chevrolet,Spark,2021,taller,85000,2.0,SRW175,213,1600.0,automatica,
Kia,Telluride,2020,disponible,42000,1.6,FGA596,163,1600.0,manual,63000000
Kia,Picanto,2019,taller,22000,1.5,DDW913,400,1070.0,automatica,70000000
Hyundai,Tucson,2015,taller,12000,1.8,OCU995,,1400.0,automatica,27000000
Honda,HR-V,2020,taller,100000,1.8,REX088,231,1700.0,automatica,56000000
Hyundai,Palisade,2019,disponible,42000,2.0,RVV888,130,1400.0,manual,43000000
Volkswagen,Golf,2017,disponible,28000,2.0,VWA988,,1800.0,manual,54000000
Nissan,March,2019,disponible,28000,1.3,IZJ631,150,1195.0,manual,54000000
Kia,Telluride,2022,vendido,100000,2.0,WZT689,290,1350.0,manual,
Volkswagen,Polo,2021,taller,48000,1.5,VJR581,150,1350.0,manual,42000000
Nissan,Kicks,2017,disponible,70000,1.8,UVL097,212,1300.0,manual,39000000
Chevrolet,Equinox,2020,disponible,,1.0,ZVT089,355,1800.0,automatica,32000000
,Tucson,2022,vendido,70000,1.8,GGX749,75,2000.0,automatica,33000000
Ford,Fiesta,2018,disponible,52000,1.8,TNP066,122,1700.0,automatica,84000000
Nissan,Versa,2022,taller,5000,2.0,HDD388,145,1700.0,automatica,61000000
Nissan,Sentra,2019,vendido,30000,2.0,PMK910,203,1400.0,manual,55000000
Nissan,Versa,2018,vendido,52000,1.8,,309,1900.0,automatica,37000000
Hyundai,Palisade,2015,vendido,85000,1.6,OIT293,141,1800.0,manual,44000000
Kia,Telluride,2017,vendido,32000,1.6,XZM211,69,1250.0,automatica,60000000
Nissan,March,2015,taller,8000,1.5,KKN384,186,2060.0,manual,84000000
,Tracker,2015,taller,22000,1.0,GEF830,158,1050.0,automatica,55000000
Volkswagen,Tiguan,2021,vendido,72000,1.8,VAA643,280,1900.0,manual,37000000
Ford,EcoSport,2022,vendido,100000,1.6,GKC794,122,2060.0,automatica,81000000
Kia,Sportage,2000,vendido,42000,1.0,WIF572,107,1200.0,manual,82000000
Honda,HR-V,2015,disponible,80000,1.3,EBH433,170,1450.0,manual,60000000
Kia,Cerato,2017,taller,5000,1.8,GXJ909,123,1500.0,manual,82000000
Hyundai,Santa Fe,2021,vendido,28000,1.5,FTS275,290,1500.0,automatica,82000000
Hyundai,Palisade,2017,taller,20000,1.8,MGT941,69,1500.0,manual,70000000
Honda,CR-V,2015,vendido,48000,1.5,MKU019,69,1795.0,manual,28000000
Ford,Fiesta,2015,disponible,52000,1.5,GUG124,107,1250.0,manual,60000000
Ford,F-150,2020,vendido,15000,1.3,AXC458,75,1250.0,manual,63000000
Honda,Pilot,2015,disponible,45000,1.3,OZM542,110,1450.0,automatica,42000000
Nissan,Frontier,21,vendido,100000,2.0,SCK113,141,1070.0,manual,38000000
Toyota,RAV4,2016,disponible,52000,1.8,JAM268,153,1900.0,automatica,82000000
Chevrolet,Spark,2020,taller,10000,2.0,GXI949,193,1280.0,automatica,35000000
Hyundai,Accent,2022,taller,95000,1.0,ZDJ900,280,1100.0,automatica,72000000
Volkswagen,Passat,2022,disponible,20000,1.0,CPD640,309,1800.0,automatica,37000000
Toyota,Camry,2019,taller,75000,1.5,,84,1570.0,manual,82000000
Nissan,Versa,2019,disponible,22000,1.3,HOG906,177,1350.0,automatica,84000000
Volkswagen,Tiguan,2020,disponible,58000,1.8,XGO417,123,2000.0,manual,75000000
Volkswagen,Polo,2019,disponible,70000,1.5,VMB403,365,950.0,manual,45000000
Chevrolet,Cruze,2019,,65000,1.5,KXW213,75,1570.0,manual,29000000
,F-150,2020,vendido,20000,1.0,VGP946,203,1800.0,automatica,69000000
Chevrolet,Silverado,2017,taller,95000,1.5,TTU580,309,1700.0,automatica,56000000
Nissan,March,2017,,18000,1.3,DCD923,114,1795.0,manual,30000000
Volkswagen,Passat,2015,disponible,38000,1.5,XGC472,99,1070.0,automatica,59000000
Chevrolet,Onix,2020,vendido,40000,1.3,VTQ876,177,1570.0,automatica,70000000
Toyota,Hilux,2015,disponible,85000,1.3,DES179,69,2000.0,automatica,35000000
Kia,Sorento,2019,vendido,5000,1.8,,280,1450.0,automatica,27000000
Ford,Ranger,2021,vendido,42000,1.8,LKH122,193,1300.0,manual,83000000
Chevrolet,Tracker,2018,taller,100000,1.3,QOF240,163,1600.0,automatica,59000000
Chevrolet,Silverado,2015,vendido,70000,1.8,GHD110,128,1570.0,automatica,51000000
Kia,Cerato,2022,vendido,90000,1.5,TWN210,99,1600.0,manual,71000000
Toyota,RAV4,2015,,12000,1.5,VCB008,122,1400.0,manual,
Honda,Pilot,2019,vendido,100000,1.3,TSC082,231,1250.0,manual,
Ford,Explorer,2016,disponible,95000,1.0,VXT575,365,1795.0,manual,87000000
Honda,Accord,2018,taller,45000,2.0,BVJ555,365,1050.0,manual,83000000
Honda,HR-V,2022,disponible,65000,2.0,IYE614,,1450.0,manual,46000000
Hyundai,Accent,2015,disponible,5000,1.0,OKQ062,213,1450.0,automatica,41000000
Nissan,X-Trail,2019,disponible,35000,1.6,PKF683,106,2200.0,automatica,79000000
Kia,Rio,2018,vendido,22000,1.5,WWT430,186,1800.0,automatica,59000000
Nissan,Versa,2016,disponible,30000,1.6,EFA173,158,2000.0,manual,78000000
Toyota,Hilux,2020,disponible,45000,1.0,STZ089,107,1280.0,manual,64000000
Nissan,Kicks,2020,disponible,72000,1.3,CJJ132,140,1250.0,manual,35000000
Kia,Cerato,2019,disponible,22000,1.3,XEI250,309,1200.0,automatica,63000000
Chevrolet,Spark,2021,vendido,30000,2.0,EJU797,145,1795.0,automatica,87000000
,Ranger,2020,taller,,1.6,TTV140,365,950.0,automatica,79000000
Honda,Fit,2021,taller,30000,1.3,EAH574,231,1900.0,,
Chevrolet,Equinox,2020,taller,58000,1.3,VHW912,400,1070.0,automatica,81000000
Ford,Ranger,2015,disponible,75000,1.0,ZHI734,170,2200.0,manual,78000000
Toyota,Land Cruiser,2016,vendido,72000,1.0,PCH435,153,2100.0,automatica,60000000
Kia,Picanto,2019,taller,32000,1.0,DZX338,158,1250.0,automatica,45000000
Ford,Explorer,2019,vendido,70000,1.8,ZBT810,106,2100.0,manual,76000000
Chevrolet,Tracker,2017,disponible,38000,1.3,SYY746,290,1250.0,automatica,78000000
Kia,Picanto,2021,vendido,22,1.8,CFE712,309,1195.0,automatica,64000000
Kia,Rio,2021,taller,15000,1.3,CVW410,193,1800.0,automatica,62000000
Hyundai,Palisade,2017,taller,28000,1.8,MWJ985,130,950.0,manual,52000000
Nissan,Versa,2021,disponible,15000,1.0,GDG801,106,1250.0,automatica,37000000
Chevrolet,Silverado,2021,vendido,75000,1.8,UXQ993,84,1500.0,manual,42000000
Honda,Odyssey,2017,disponible,75000,,,75,1795.0,automatica,71000000
Kia,Cerato,2016,,70000,1.6,ZOY839,90,1450.0,manual,35000000
Ford,Explorer,2018,vendido,35000,1.0,NES881,290,1195.0,automatica,80000000
Toyota,Camry,2018,disponible,35000,1.0,EBK891,203,2000.0,automatica,36000000
Chevrolet,Equinox,2017,,12000,1.8,DCZ012,128,950.0,automatica,69000000
Toyota,Camry,2018,vendido,,1.0,MBC148,152,1900.0,manual,83000000
Nissan,Kicks,2020,disponible,8000,1.5,WZL751,177,1070.0,automatica,66000000
Nissan,March,2018,taller,35000,1.5,RQF404,153,1570.0,manual,47000000
Volkswagen,Polo,2021,vendido,52000,1.8,,114,1280.0,automatica,66000000
Honda,CR-V,2020,taller,95000,1.6,NNZ877,130,1600.0,automatica,82000000
Honda,HR-V,2018,taller,30000,1.5,VWF248,365,1570.0,automatica,29000000
Honda,CR-V,2018,vendido,20000,1.6,DPV089,158,2060.0,automatica,51000000
Nissan,Versa,2017,disponible,8000,2.0,DOO344,140,1570.0,manual,62000000
Volkswagen,Touareg,2017,taller,100000,1.5,EJM583,120,1050.0,manual,43000000
Chevrolet,Spark,2017,vendido,32000,1.8,JDW403,125,2000.0,manual,79000000
Honda,Civic,2019,disponible,20000,1.8,SWP096,290,950.0,manual,
Hyundai,Accent,2016,disponible,78000,1.0,RZM785,185,1400.0,manual,81000000
Toyota,Land Cruiser,2017,vendido,18000,1.6,OIT226,152,1350.0,,64000000
Volkswagen,Passat,2018,taller,32000,1.5,NLI907,90,950.0,automatica,39000000
Toyota,Yaris,2020,disponible,75000,1.3,MRM330,365,1300.0,automatica,58000000
Volkswagen,Touareg,2021,vendido,42000,1.5,IHN777,231,1195.0,manual,87000000
Ford,Ranger,2022,vendido,15000,1.0,MPJ713,123,1795.0,manual,34000000
Toyota,Fortuner,2020,disponible,15000,1.0,ESR763,158,1050.0,automatica,32000000
Volkswagen,Touareg,2020,taller,38000,1.5,RIR714,177,1450.0,automatica,69000000
Volkswagen,Touareg,2019,taller,58000,2.0,SQG942,128,1450.0,automatica,66000000
,Tucson,2021,taller,18000,1.5,,125,2100.0,automatica,49000000
Ford,Ranger,2015,vendido,5000,1.6,MER053,110,1070.0,,63000000
Honda,HR-V,2021,vendido,65000,1.8,EKP242,130,1195.0,manual,52000000
Nissan,X-Trail,2016,disponible,50000,1.5,APJ274,231,1570.0,automatica,88000000
Volkswagen,Passat,2022,disponible,38000,1.8,RCO764,114,2000.0,automatica,73000000
Kia,Sorento,2018,disponible,100000,1.5,SJL650,309,1100.0,manual,
,Polo,2019,taller,65000,1.5,QLK175,145,1570.0,manual,49000000
Honda,HR-V,2017,vendido,90000,1.0,TCP089,123,1795.0,automatica,63000000
Honda,Fit,2015,taller,72000,2.0,WKS799,110,1200.0,automatica,85000000
,Fortuner,2022,vendido,70000,1.8,LYR854,309,2000.0,manual,90000000
Volkswagen,Passat,2022,vendido,55000,1.6,PQW256,203,1280.0,manual,
Hyundai,Palisade,2018,disponible,95000,1.3,SSR870,212,1200.0,automatica,78000000
,Fortuner,2020,taller,30000,1.0,EPE171,153,1070.0,manual,56000000
,Santa Fe,2021,taller,78000,1.0,JTU239,355,1400.0,automatica,28000000
Kia,Sorento,2022,disponible,100000,1.6,VWN437,75,1700.0,manual,58000000
Hyundai,Accent,2018,disponible,65000,1.8,VVM413,120,1795.0,automatica,66000000
Chevrolet,Tracker,2022,disponible,42000,1.6,RPZ361,177,1280.0,manual,54000000
Chevrolet,Equinox,2016,vendido,15000,1.0,LOH851,355,1070.0,automatica,41000000
Chevrolet,Silverado,2020,,10000,1.6,SXD728,163,1700.0,manual,66000000
Toyota,Camry,2015,vendido,15000,1.0,RLH786,69,2100.0,automatica,52000000
Chevrolet,Tracker,2019,taller,58,1.5,ANM320,163,1050.0,automatica,81000000
Kia,Picanto,2022,vendido,28000,1.6,LQK058,140,1500.0,automatica,31000000
Hyundai,Creta,2016,taller,38000,1.8,GGJ445,170,1250.0,manual,35000000
Volkswagen,Polo,2018,disponible,50000,1.3,LSH598,280,2200.0,automatica,60000000
Nissan,Kicks,2022,vendido,58000,,LRK946,145,1050.0,automatica,51000000
Honda,Accord,2017,taller,45000,1.3,WTT673,185,1070.0,manual,57000000
Volkswagen,Touareg,2017,vendido,28000,1.6,FGA963,163,1050.0,manual,52000000
Nissan,Sentra,2017,vendido,60000,1.6,IRI852,153,2200.0,manual,34000000
Volkswagen,Golf,2020,disponible,85000,1.8,HPW466,75,1800.0,manual,73000000
Hyundai,Santa Fe,2018,disponible,80000,1.3,KWH387,231,1100.0,automatica,73000000
Toyota,Fortuner,2017,vendido,28000,1.6,VMO047,193,1070.0,manual,53000000
Hyundai,Elantra,2021,vendido,52000,1.3,LMV183,114,1195.0,automatica,83000000
Chevrolet,Silverado,2021,taller,38000,1.0,YCO286,130,2000.0,automatica,46000000
Nissan,Versa,2021,vendido,18000,1.5,LDN395,140,1250.0,automatica,
,Frontier,2015,disponible,58000,1.8,LMB495,280,2100.0,automatica,64000000
Chevrolet,Silverado,2019,disponible,45000,1.3,CLG584,123,1500.0,manual,53000000
Honda,CR-V,2016,vendido,100000,1.6,DDL452,192,1400.0,automatica,64000000
Volkswagen,Golf,2016,vendido,38000,1.6,PGC175,107,1050.0,automatica,76000000
Chevrolet,Cruze,2019,disponible,12000,2.0,LWD045,191,1500.0,automatica,85000000
Volkswagen,Touareg,2021,taller,20000,1.8,KSH054,,1100.0,automatica,85000000
Chevrolet,Equinox,2019,taller,45000,1.3,XRY847,192,1100.0,automatica,43000000
Kia,Sorento,2015,disponible,15000,1.0,LMP350,141,1400.0,automatica,46000000
Hyundai,Santa Fe,2016,disponible,15000,2.0,CPD826,355,1795.0,manual,35000000
Hyundai,Accent,2022,vendido,48000,1.5,ZJG551,152,1400.0,manual,77000000
Toyota,Hilux,2019,disponible,95000,1.8,NZA730,128,2100.0,automatica,86000000
Volkswagen,Jetta,2017,taller,8000,1.0,RWO046,120,1900.0,manual,30000000
Honda,CR-V,2022,disponible,45000,1.3,WJQ708,150,2200.0,automatica,88000000
Ford,EcoSport,2017,vendido,8000,1.8,XXG289,75,1500.0,automatica,58000000
Kia,Sportage,2021,vendido,45000,1.3,DBN598,231,2000.0,automatica,74000000
Chevrolet,Silverado,2018,vendido,25000,1.5,BZR739,158,2000.0,automatica,
Chevrolet,Cruze,2022,taller,58000,1.5,IJP128,170,1280.0,automatica,29000000
Toyota,Hilux,2019,disponible,60000,1.6,FEI662,123,1200.0,automatica,48000000
Kia,Sportage,2019,taller,18000,1.5,JHW006,158,1500.0,automatica,39000000
Ford,Escape,2018,vendido,70000,1.6,LYB774,145,1070.0,automatica,27000000
Nissan,March,2021,disponible,8000,2.0,EPX584,192,2100.0,automatica,66000000
Kia,Telluride,2021,vendido,75000,2.0,TPC246,365,2000.0,manual,62000000
Chevrolet,Spark,2018,vendido,18000,1.0,UVY939,120,1300.0,manual,84000000
Ford,Mustang,2018,vendido,75000,1.5,RRI114,125,1280.0,automatica,50000000
Chevrolet,Onix,2016,taller,25000,2.0,MVE689,,1800.0,manual,31000000
Hyundai,Creta,2016,vendido,95000,1.3,XDY886,153,1350.0,automatica,39000000
Honda,Accord,2016,disponible,58000,1.5,CPY058,309,1100.0,automatica,40000000
Toyota,Corolla,2020,vendido,10000,1.3,YTH010,309,1400.0,automatica,81000000
Kia,Telluride,2021,vendido,8000,1.6,,191,1200.0,automatica,61000000
Volkswagen,Touareg,2015,vendido,,1.6,DQC796,231,950.0,manual,27000000
Chevrolet,Silverado,2021,disponible,12000,1.5,QQQ051,145,1050.0,manual,68000000
Hyundai,Palisade,2017,vendido,25000,1.6,KWE006,163,1300.0,manual,80000000
Nissan,Sentra,2018,disponible,65000,1.5,RCL526,163,2200.0,manual,55000000
Nissan,Versa,2022,taller,58000,1.8,QET939,,1900.0,manual,73000000
Hyundai,Creta,2019,vendido,55000,1.5,WXN384,191,1900.0,automatica,49000000
Chevrolet,Tracker,2015,disponible,30000,1.8,ALC424,128,1600.0,automatica,50000000
Honda,Fit,2019,disponible,28000,2.0,NHO734,140,1100.0,automatica,84000000
Toyota,Camry,2019,taller,30000,1.0,,355,1350.0,manual,80000000
,Palisade,2020,vendido,15000,1.8,ODR487,177,1250.0,manual,66000000
Volkswagen,Tiguan,2018,taller,28000,1.8,SUE481,186,1500.0,manual,73000000
Kia,Cerato,2021,vendido,52000,1.5,TMO162,309,1070.0,automatica,57000000
Toyota,RAV4,2022,vendido,48000,1.5,OQE626,400,1070.0,manual,51000000
Honda,CR-V,2022,taller,20000,1.6,NHD809,114,1200.0,manual,36000000
Nissan,Versa,2020,vendido,50000,1.3,UUZ136,99,950.0,automatica,
Honda,Accord,2019,vendido,78000,1.3,CXF905,163,1700.0,automatica,53000000
Honda,Civic,2019,disponible,95000,1.5,MPP973,69,2100.0,manual,61000000
Nissan,Sentra,2015,vendido,18000,1.5,YJB433,75,1300.0,automatica,35000000
Ford,Escape,2020,taller,60000,,VFG764,280,1195.0,automatica,81000000
Ford,Explorer,2020,disponible,85000,1.5,FHZ286,280,1350.0,manual,25000000
Honda,Fit,2016,taller,65000,1.8,WUJ440,180,1500.0,manual,88000000
Ford,Explorer,2019,disponible,30000,2.0,PPX422,,1300.0,automatica,44000000
Honda,Accord,2016,vendido,12000,2.0,HYM523,400,1070.0,automatica,86000000
Toyota,Corolla,2021,disponible,22000,1.5,PTS003,213,1070.0,automatica,
Nissan,Kicks,2016,vendido,48000,1.6,YAH013,280,1900.0,manual,70000000
Toyota,Fortuner,2016,vendido,40000,1.3,CZI301,186,1795.0,manual,61000000
Kia,Telluride,2021,disponible,20000,1.6,LIY441,110,1400.0,automatica,81000000
Kia,Telluride,2017,disponible,30000,1.6,GRC812,110,1300.0,automatica,77000000
Nissan,Frontier,2020,disponible,28000,1.5,GMA592,69,1800.0,automatica,50000000
Chevrolet,Spark,2017,vendido,10000,1.6,OER308,110,2060.0,automatica,82000000
Toyota,Camry,20,disponible,75000,1.6,HOX098,,1100.0,automatica,80000000
,Civic,2017,taller,100000,1.5,KBC258,212,1050.0,automatica,64000000
Toyota,Yaris,2015,taller,70000,1.0,IWJ184,170,1450.0,,80000000
Toyota,Land Cruiser,2016,vendido,58000,1.6,OZE359,152,1570.0,automatica,73000000
Kia,Telluride,2017,vendido,32000,1.6,MIU796,355,1050.0,automatica,29000000
Toyota,Camry,2016,taller,78000,1.8,RYB282,150,1400.0,automatica,26000000
,Fit,2022,vendido,40000,1.8,UYR189,90,1350.0,manual,59000000
Chevrolet,Equinox,2018,disponible,55000,2.0,RHE964,110,1100.0,manual,41000000
Kia,Sorento,2017,disponible,72000,1.8,,152,950.0,automatica,90000000
Honda,HR-V,2019,vendido,70000,2.0,PPB367,150,2100.0,manual,63000000
Hyundai,Elantra,2020,disponible,15000,1.3,BFC662,122,1700.0,manual,47000000
,Fortuner,2016,taller,,1.6,SLH557,153,2000.0,automatica,40000000
Ford,Fiesta,2021,vendido,55000,1.8,JUP936,192,1400.0,manual,89000000
Kia,Telluride,2018,vendido,18000,2.0,WAC033,69,1700.0,manual,89000000
Kia,Cerato,2016,taller,55000,1.0,THI315,309,1280.0,automatica,64000000
Honda,Fit,2016,disponible,85000,2.0,IQR999,213,950.0,manual,76000000
Toyota,Land Cruiser,2021,vendido,10000,1.8,WHR635,155,1350.0,automatica,
Ford,Explorer,2016,taller,20000,1.8,IKR914,355,1300.0,manual,51000000
,Kicks,2019,taller,38000,2.0,XPX381,155,1800.0,automatica,27000000
,Fit,2016,vendido,48000,1.6,SBN540,99,1900.0,automatica,77000000
Nissan,X-Trail,2016,taller,32000,1.6,QRG964,,1350.0,automatica,27000000
Volkswagen,Passat,2017,taller,32000,1.3,NPM305,152,2200.0,manual,36000000
Ford,Escape,2020,vendido,8000,1.6,MYV627,186,1250.0,automatica,48000000
Chevrolet,Spark,2017,disponible,5000,2.0,KAD329,186,1300.0,automatica,62000000
Honda,CR-V,2021,disponible,60000,1.6,YSU277,75,1570.0,manual,57000000
Honda,Accord,2018,disponible,65000,1.8,XKL956,120,1400.0,automatica,80000000
Nissan,Frontier,2016,vendido,70000,1.6,KNY427,309,1600.0,automatica,81000000
,Onix,2019,disponible,32000,1.0,PHH563,212,2200.0,automatica,39000000
Hyundai,Palisade,2019,taller,78000,1.0,YZN332,110,1900.0,automatica,67000000
Chevrolet,Spark,2018,disponible,48,1.6,PKP411,114,950.0,manual,44000000
Nissan,Sentra,2015,vendido,85000,2.0,TUC646,123,1795.0,automatica,54000000
Kia,Rio,2018,vendido,60000,1.5,JGJ148,191,1700.0,manual,56000000
Toyota,Corolla,2017,vendido,35000,1.8,GQO797,400,1900.0,automatica,31000000
Ford,Escape,2019,disponible,90000,1.0,WZD296,107,1450.0,manual,81000000
Kia,Sorento,2019,taller,85000,1.0,FCC968,231,1300.0,automatica,34000000
Kia,Telluride,2016,vendido,65000,1.3,IBJ867,90,1300.0,manual,60000000
Volkswagen,Passat,2018,vendido,72000,1.6,EVF275,,1195.0,automatica,43000000
Hyundai,Tucson,2018,taller,65000,,BIR405,,2200.0,automatica,33000000
Nissan,X-Trail,2018,taller,10000,2.0,GSW911,170,1250.0,automatica,75000000
Honda,HR-V,2016,taller,48000,1.8,ZWH704,163,2060.0,automatica,72000000
Kia,Sportage,2016,disponible,80000,1.8,RLS515,141,1450.0,automatica,66000000
Toyota,Hilux,2016,disponible,45000,1.6,WHM076,130,1250.0,manual,33000000
,HR-V,2015,disponible,85000,1.8,IUI258,163,1350.0,manual,37000000
Ford,Fiesta,2016,taller,30000,1.0,RMT311,123,1450.0,manual,35000000
Ford,Fiesta,2019,disponible,42000,2.0,XMV532,69,1400.0,manual,28000000
Ford,Escape,2018,taller,30000,1.3,EHC230,114,1600.0,automatica,86000000
Kia,Sorento,2021,taller,40000,1.0,GAP549,180,1195.0,automatica,41000000
Chevrolet,Tracker,2017,disponible,30000,1.0,LYX371,75,1100.0,manual,41000000
Honda,Fit,2022,taller,40000,1.6,ILY377,140,1050.0,manual,52000000
Kia,Picanto,2015,disponible,20000,1.5,ORG623,309,2200.0,manual,86000000
Nissan,Frontier,2019,taller,95000,1.5,CBK463,122,1350.0,,48000000
Volkswagen,Golf,2017,disponible,32000,1.3,KCG244,355,2000.0,manual,35000000
Kia,Rio,2022,vendido,35000,2.0,HUP190,128,1570.0,manual,73000000
Volkswagen,Passat,2015,vendido,78000,1.5,UZZ183,122,2000.0,manual,53000000
Hyundai,Tucson,2022,disponible,20000,1.6,HBP069,163,1050.0,manual,83000000
Chevrolet,Onix,2019,disponible,80000,1.5,FCI534,,1250.0,automatica,35000000
Toyota,Hilux,2022,disponible,40000,2.0,,365,1700.0,automatica,69000000
Ford,Explorer,2015,disponible,12000,1.3,NOX476,150,950.0,manual,43000000
Ford,Explorer,2018,disponible,75000,1.3,GOX764,153,2000.0,manual,89000000
Nissan,March,2017,disponible,100000,1.0,HEL903,355,1070.0,automatica,42000000
Ford,EcoSport,2010,disponible,55000,1.3,NHI578,203,1070.0,manual,60000000
Honda,Civic,2022,taller,15000,1.5,PPN528,180,1500.0,automatica,79000000
Chevrolet,Cruze,2021,disponible,58000,1.0,TGB775,106,1600.0,automatica,69000000
Ford,Escape,2021,vendido,90000,1.8,IKP308,130,1250.0,automatica,81000000
Kia,Sorento,2020,taller,30000,1.3,HRA788,140,1070.0,manual,90000000
Volkswagen,Polo,2021,vendido,18000,1.5,SYQ367,75,2100.0,automatica,76000000
Ford,Escape,2021,vendido,10000,1.0,VWK613,90,1100.0,manual,26000000
Ford,Explorer,2018,vendido,100000,1.6,KSQ591,192,1450.0,manual,39000000
Chevrolet,Equinox,2020,disponible,38000,2.0,ZCQ158,309,1800.0,manual,56000000
,Polo,2022,disponible,42000,1.3,,309,2100.0,manual,25000000
Chevrolet,Tracker,2017,vendido,,1.0,JPW610,155,1570.0,manual,87000000
Hyundai,Accent,2016,taller,30000,1.3,NLB712,84,1570.0,automatica,82000000
,Accent,2022,vendido,32000,1.0,TBC541,185,2200.0,automatica,55000000
,Odyssey,2018,taller,20000,1.3,MWG802,114,1900.0,manual,75000000
Hyundai,Palisade,2015,disponible,80000,1.0,,158,2000.0,automatica,79000000
Chevrolet,Silverado,2015,taller,85000,1.5,UDA244,155,1800.0,automatica,25000000
Ford,F-150,2016,vendido,48000,1.3,,99,1100.0,automatica,31000000
Toyota,Fortuner,2021,taller,10000,1.6,YON212,155,950.0,manual,75000000
Hyundai,Elantra,2015,vendido,85000,1.3,XHM831,186,1280.0,manual,44000000
Hyundai,Santa Fe,2017,vendido,42000,1.8,GYX992,231,1350.0,manual,73000000
Kia,Cerato,2018,taller,95000,2.0,EVZ508,192,950.0,automatica,72000000
Chevrolet,Spark,2019,disponible,45000,2.0,QTI585,114,1900.0,manual,83000000
Ford,Ranger,2016,taller,70000,2.0,OCX750,75,2060.0,manual,38000000
Nissan,Sentra,2017,disponible,90000,1.5,UBS902,213,1300.0,manual,43000000
Volkswagen,Golf,2019,disponible,10000,1.3,XHX994,155,2200.0,automatica,61000000
,HR-V,2019,taller,,1.0,AAT815,170,1570.0,automatica,77000000
Ford,Explorer,2019,disponible,42000,1.5,NOV380,186,1280.0,automatica,66000000
Nissan,Frontier,2019,disponible,90000,1.3,MGY596,140,2100.0,manual,32000000
Volkswagen,Touareg,2022,vendido,55000,1.6,KFQ041,212,1070.0,manual,77000000
Hyundai,Tucson,2022,disponible,65000,1.0,WUP297,110,1200.0,automatica,36000000
